id,name,type,enabled,origin
100070,Repeat Non-Windows Login Failures,EVENT,False,SYSTEM
100071,Repeat Windows Login Failures,EVENT,False,SYSTEM
100072,DDoS Attack Detected,EVENT,True,SYSTEM
100074,DDoS Events with High Magnitude Become Offenses,EVENT,True,SYSTEM
100076,Potential DDoS Against Single Host (TCP),FLOW,True,SYSTEM
100077,DoS Events with High Magnitude Become Offenses,EVENT,True,SYSTEM
100078,Local Flood (TCP),FLOW,True,SYSTEM
100079,Network DoS Attack Detected,EVENT,True,SYSTEM
100081,Remote Flood (TCP),FLOW,False,SYSTEM
100082,Service DoS Attack Detected,EVENT,False,SYSTEM
100084,Database Attempted Configuration Modification by a remote host,EVENT,True,SYSTEM
100085,Database Concurrent Logins from Multiple Locations,EVENT,True,SYSTEM
100086,Database Failures Followed by User Changes,EVENT,True,SYSTEM
100089,Database Groups Changed from Remote Host,EVENT,True,SYSTEM
100090,Multiple Database Failures Followed by Success,EVENT,True,SYSTEM
100092,Database Remote Login Failure,EVENT,True,SYSTEM
100093,Database Remote Login Success,EVENT,True,SYSTEM
100094,Database User Rights Changed from Remote Host,EVENT,True,SYSTEM
100095,All Exploits Become Offenses,EVENT,False,SYSTEM
100096,Attack followed by Attack Response,EVENT,False,SYSTEM
100100,Potential Honeypot Access,EVENT,False,SYSTEM
100102,Botnet: Potential Botnet Connection (DNS),COMMON,False,SYSTEM
100106,Local Mass Mailing Host Detected,EVENT,True,SYSTEM
100108,Excessive Firewall Denies from Local Host,EVENT,True,SYSTEM
100109,Host Port Scan Detected by Remote Host,COMMON,True,SYSTEM
100110,Local L2L Scanner Detected,COMMON,True,SYSTEM
100111,Remote Scanner Detected,COMMON,True,SYSTEM
100112,Remote Windows Server Scanner,COMMON,True,SYSTEM
100113,Local L2R RPC Server Scanner,COMMON,True,SYSTEM
100114,Local L2R Windows Server Scanner,COMMON,True,SYSTEM
100115,Local L2R Scanner Detected,COMMON,True,SYSTEM
100116,Local L2L Suspicious Probe Events Detected,COMMON,False,SYSTEM
100117,Chained Exploit Followed by Suspicious Events,EVENT,True,SYSTEM
100120,Destination Vulnerable to Detected Exploit,EVENT,True,SYSTEM
100121,Destination Vulnerable to Detected Exploit on a Different Port,EVENT,True,SYSTEM
100122,Destination Vulnerable to Different Exploit than Attempted on Targeted Port,EVENT,False,SYSTEM
100123,Exploits Events with High Magnitude Become Offenses,EVENT,True,SYSTEM
100124,Multiple Exploit Types Against Single Destination,EVENT,True,SYSTEM
100125,FalsePositive: False Positive Rules and Building Blocks,COMMON,True,SYSTEM
100215,Context is Local to Local,COMMON,True,SYSTEM
100216,Context is Local to Remote,COMMON,True,SYSTEM
100217,Context is Remote to Local,COMMON,True,SYSTEM
100218,Destination Asset Exists,COMMON,True,SYSTEM
100219,Destination Asset Port is Open,COMMON,True,SYSTEM
100220,Destination Asset Weight is High,COMMON,True,SYSTEM
100221,Destination Asset Weight is Low,COMMON,True,SYSTEM
100222,Destination Asset Weight is Medium,COMMON,True,SYSTEM
100223,Source Address is a Bogon IP,COMMON,True,SYSTEM
100224,Source Address is a Known Questionable IP,COMMON,True,SYSTEM
100225,Source Asset Exists,COMMON,True,SYSTEM
100226,Source Asset Weight is High,COMMON,True,SYSTEM
100227,Source Asset Weight is Low,COMMON,True,SYSTEM
100228,Source Asset Weight is Medium,COMMON,True,SYSTEM
100229,Treat Backdoor Trojans and Virus Events as Offenses,EVENT,False,SYSTEM
100230,Treat Key Loggers as Offenses,EVENT,False,SYSTEM
100232,Treat Non-Spyware Malware as Offenses,EVENT,False,SYSTEM
100233,Treat Spyware and Virus as Offenses,EVENT,False,SYSTEM
100234,Large Outbound Transfer High Rate of Transfer,FLOW,True,SYSTEM
100235,Large Outbound Transfer Slow Rate of Transfer,FLOW,True,SYSTEM
100236,Local: Clear Text Application Usage,FLOW,False,SYSTEM
100239,Local: Hidden FTP Server,FLOW,True,SYSTEM
100240,Local: SSH or Telnet Detected on Non-Standard Port,FLOW,True,SYSTEM
100241,Possible Local IRC Server,COMMON,True,SYSTEM
100246,Remote: Clear Text Application Usage based on Flows,FLOW,True,SYSTEM
100247,Remote: Long Duration Flow Detected,FLOW,False,SYSTEM
100248,Excessive Firewall Denies from Remote Host,EVENT,True,SYSTEM
100249,Increase Magnitude of High Rate Scans,EVENT,True,SYSTEM
100250,Increase Magnitude of Medium Rate Scans,EVENT,True,SYSTEM
100251,Recon Followed by Accept,COMMON,False,SYSTEM
100252,Potential Local Port Scan Detected,COMMON,False,SYSTEM
100253,Default-Response-E-mail: Offense E-mail Sender,OFFENSE,False,SYSTEM
100254,Default-Response-Syslog: Offense SYSLOG Sender,OFFENSE,False,SYSTEM
100255,Device Stopped Sending Events,EVENT,False,SYSTEM
100256,"Device Stopped Sending Events (Firewall, IPS, VPN or Switch)",EVENT,False,SYSTEM
100260,Policy: New Service Discovered,EVENT,False,SYSTEM
100261,Policy: New Service Discovered in DMZ,EVENT,False,SYSTEM
100262,Policy: New Host Discovered,EVENT,False,SYSTEM
100268,Vulnerabilities: Vulnerability Reported by Scanner,EVENT,False,SYSTEM
100269,Policy: New Host Discovered in DMZ,EVENT,False,SYSTEM
100270,Flow Source Stopped Sending Flows,FLOW,True,SYSTEM
100271,System: Notification,EVENT,True,SYSTEM
100272,Load Basic Building Blocks,EVENT,True,SYSTEM
100275,User Load Basic Building Blocks,EVENT,False,SYSTEM
100306,Remote SSH Server Scanner,COMMON,True,SYSTEM
100307,Remote Proxy Server Scanner,COMMON,True,SYSTEM
100308,Remote RPC Server Scanner,COMMON,True,SYSTEM
100309,Remote LDAP Server Scanner,COMMON,True,SYSTEM
100310,Remote IRC Server Scanner,COMMON,True,SYSTEM
100311,Remote FTP Scanner,COMMON,True,SYSTEM
100312,Remote Database Scanner,COMMON,True,SYSTEM
100313,Local L2L SSH Server Scanner,COMMON,True,SYSTEM
100314,Local L2L IRC Server Scanner,COMMON,True,SYSTEM
100315,Local L2L FTP Scanner,COMMON,True,SYSTEM
100316,Local L2L Database Scanner,COMMON,True,SYSTEM
100317,Local L2L LDAP Server Scanner,COMMON,True,SYSTEM
100318,Local L2R SSH Server Scanner,COMMON,True,SYSTEM
100319,Local L2R IRC Server Scanner,COMMON,True,SYSTEM
100320,Local L2R FTP Scanner,COMMON,True,SYSTEM
100321,Local L2R Database Scanner,COMMON,True,SYSTEM
100322,Local L2R LDAP Server Scanner,COMMON,True,SYSTEM
100323,First-Time User Access to Critical Asset,EVENT,True,SYSTEM
100324,Malware or Virus Clean Failed,EVENT,True,SYSTEM
100329,Excessive Failed Logins to Compliance IS,EVENT,False,SYSTEM
100330,Auditing Services Changed on Compliance Host,EVENT,False,SYSTEM
100331,Multiple Failed Logins to a Compliance Asset,EVENT,False,SYSTEM
100336,Compliance Events Become Offenses,EVENT,False,SYSTEM
100338,Policy: Host has well-known vulnerability,EVENT,False,SYSTEM
100353,Known Process Started with a Different Hash,EVENT,False,SYSTEM
100354,Unusual Parent for a Process,EVENT,False,SYSTEM
100355,Detected an Unquoted Service Binary Path with Spaces,EVENT,True,SYSTEM
100357,Process Baselining: Process Name to Parent Process,EVENT,False,SYSTEM
100358,Process Baselining: Process Hash,EVENT,False,SYSTEM
100359,Process Baselining: Process Name,EVENT,False,SYSTEM
100360,Unknown Process Hash Observed,EVENT,False,SYSTEM
100361,Unknown Process Name Observed,EVENT,False,SYSTEM
100362,Process Baselining: Process Started with System User Privileges,EVENT,False,SYSTEM
100363,Powershell Malicious Usage Detected with Encoded Command,EVENT,True,SYSTEM
100364,Potential Credential Dumping Tool Detected,EVENT,True,SYSTEM
100365,Suspicious Access to lsass Process,EVENT,True,SYSTEM
100367,Suspicious Access to lsass Process From Unknown Call Trace,EVENT,True,SYSTEM
100368,Thread Creation into lsass Process,EVENT,True,SYSTEM
100370,Mimikatz IMP Hash Observed,EVENT,True,SYSTEM
100371,Remote Management Service Connected to lsass Pipe,EVENT,False,SYSTEM
100372,Lsass Process Connected to a Pipe,EVENT,True,SYSTEM
100373,Unsigned Executable Loaded In lsass,EVENT,True,SYSTEM
100374,Powershell Malicious Usage Detected,EVENT,True,SYSTEM
100375,Process Launched from Unusual Directory,EVENT,True,SYSTEM
100376,"Unusual Process (ex: word, iexplore, AcroRd..) Launched a Command Shell",EVENT,True,SYSTEM
100377,Excessive System Tools Usage from a Single Host,EVENT,True,SYSTEM
100378,Rundll32 with qwerty Argument Usage,EVENT,True,SYSTEM
100379,Potential Keylogger Detected,EVENT,True,SYSTEM
100380,A Command Shell or Powershell Has been Launched From a Remote System,EVENT,True,SYSTEM
100381,Suspicious Svchost Process,EVENT,True,SYSTEM
100382,PsExec Process Masquerading,EVENT,True,SYSTEM
100383,Process Baselining: Process Name to Hash,EVENT,False,SYSTEM
100384,Malicious Service Installed,EVENT,True,SYSTEM
100385,Failed Communication to a Malicious Website,EVENT,True,SYSTEM
100387,Critical Security Tool Stopped,EVENT,True,SYSTEM
100388,Process Masquerading (Windows),EVENT,True,SYSTEM
100389,Recommended Blocked Process is Running,EVENT,True,SYSTEM
100390,Potential Malicious Application Shimming,EVENT,True,SYSTEM
100391,Process Created a Thread into System Process,EVENT,True,OVERRIDE
100392,BOC_303_potential Malware is included in Office Software,EVENT,True,USER
100394,BOC_302-2 potential C2 outbound detected from File Created,EVENT,True,USER
100396,BOC_366-1_Detected an lsass access to a process_part_1 (mimikatz_windows),EVENT,True,USER
100397,BOC_366-2_Detected a malicious process to access lsass_Part_2 (mimikatz_windows),EVENT,True,USER
100401,Unusual Parent for a System Process,EVENT,True,SYSTEM
100402,Executable Loaded from Temp Directory,EVENT,True,SYSTEM
100403,New Process Started with a Privileged Account,EVENT,False,SYSTEM
100404,Thread Creation into a System Process,EVENT,True,SYSTEM
100405,Detected a Registry Dump For SAM or System Key,EVENT,True,SYSTEM
100406,SAM Registry key - Enumerate sub-keys (users),EVENT,True,SYSTEM
100407,SAM Registry key Has Been Accessed - using regedit,EVENT,True,SYSTEM
100408,Shadow Copies Deletion,EVENT,True,SYSTEM
100409,Excessive Use of SC Command,EVENT,True,SYSTEM
100410,Download via Encoded Command Initiated,EVENT,True,SYSTEM
100413,Unsigned Executable Loaded In Sensitive System Process,EVENT,False,SYSTEM
100414,Group or Account Discovery,EVENT,False,SYSTEM
100415,Command Shell Started With a System Privileges,EVENT,True,SYSTEM
100416,System Process Launched from Unusual Directory,EVENT,True,SYSTEM
100417,Service Binary Path Update Followed by Network Connection,EVENT,False,SYSTEM
100419,Service Binary Path Update Followed by Remote Thread Creation,EVENT,True,SYSTEM
100421,Process Launched from a Temp Directory,EVENT,True,SYSTEM
100422,Thread Creation into a Process Different from the Initial One,EVENT,True,SYSTEM
100423,Thread Creation by a Process Launched from a Temp Directory,EVENT,True,SYSTEM
100424,Service Binary Path Update Followed by User or Group Modification,EVENT,True,SYSTEM
100426,Pipe Created Followed by Service Binary Path Update,EVENT,True,SYSTEM
100427,Childless Process Launched/Spawned a Process,EVENT,True,SYSTEM
100428,Administrative Share Accessed,EVENT,False,SYSTEM
100430,Administrative Share Accessed from a Compromised Host,EVENT,True,SYSTEM
100431,Network Share Added to a Compromised Host,EVENT,True,SYSTEM
100432,PsExec Process Observed on a Compromised Host,EVENT,True,SYSTEM
100434,Metasploit PSExec Module Has Been Detected,EVENT,True,SYSTEM
100435,Detected a Service Configured to Use Powershell,EVENT,True,SYSTEM
100436,Unusual Value Size in Windows Registry,EVENT,False,SYSTEM
100437,Excessive Network Share Access Failures from a Compromised Host,EVENT,True,SYSTEM
100438,Service Binary Located in a Shared Folder,EVENT,True,SYSTEM
100439,Network Share Accessed from a Compromised Host,EVENT,True,SYSTEM
100440,Remote Process Execution on Multiple Hosts,EVENT,True,SYSTEM
100441,Process Launched from a Shared Folder,EVENT,True,SYSTEM
100442,Detected a Successful Login From a Compromised Host Into Other Hosts,EVENT,True,SYSTEM
100443,Thread Creation by a Process Launched from a Shared Folder,EVENT,True,SYSTEM
100444,Excessive Administrative Share Access Failures from the Same Host,EVENT,True,SYSTEM
100445,PsExec Process Observed,EVENT,True,SYSTEM
100446,Hidden Network Share Added,EVENT,True,SYSTEM
100447,Detected SMB Traffic From a Compromised Host Into Other Hosts,EVENT,True,SYSTEM
100449,Powershell Process Observed on a Compromised Host,EVENT,True,SYSTEM
100450,Powershell Process Observed,EVENT,False,SYSTEM
100451,Excessive Denied SMB Traffic From a Compromised Host,EVENT,True,SYSTEM
100452,Scheduled Task Created on Multiple Hosts,EVENT,True,SYSTEM
100456,Scheduled Task Created on a Compromised Host,EVENT,True,SYSTEM
100457,Service Installed on a Compromised Host,EVENT,True,SYSTEM
100458,Service Configured to Use a Pipe,EVENT,True,SYSTEM
100459,Unsigned Driver Loaded In Windows Kernel,EVENT,True,SYSTEM
100460,Detected a Fileless UAC Bypass using Windows Event Viewer,EVENT,True,SYSTEM
100461,Detected a Fileless UAC Bypass using Fodhelper,EVENT,True,SYSTEM
100462,Detected a Fileless UAC Bypass using sdclt,EVENT,True,SYSTEM
100463,UAC Bypass - Scheduled Task Configured to Run with Highest Privileges,EVENT,True,SYSTEM
100464,Powershell Script Created by a Remote Management Service,EVENT,True,SYSTEM
100466,Local host on Botnet CandC List (DST),COMMON,True,SYSTEM
100467,Local host on Botnet CandC List (SRC),COMMON,True,SYSTEM
100468,Potential Botnet Events Become Offenses,EVENT,True,SYSTEM
100469,Potential Connection to a Known Botnet CandC,COMMON,True,SYSTEM
100470,Successful Inbound Connection from a Known Botnet CandC,COMMON,True,SYSTEM
100472,Communication with a web site that has been involved in previous SQL injection,FLOW,False,SYSTEM
100473,Communication with a web site that is listed on a know blacklist or uses fast flux,FLOW,True,SYSTEM
100474,Communication with a web site known to aid in distribution of malware,FLOW,False,SYSTEM
100475,Communication with a web site known to be a phishing or fraud site,FLOW,False,SYSTEM
100476,Communication with a web site known to be associated with the Russian business network,FLOW,True,SYSTEM
100477,Communication with a web site known to be delivering code which may be a trojan,FLOW,False,SYSTEM
100478,Communication with a web site known to be involved in botnet activity,FLOW,True,SYSTEM
100479,Local Host Sending Malware,EVENT,False,SYSTEM
100480,Remote: Client Based DNS Activity to the Internet,FLOW,True,SYSTEM
100482,Connection to a Remote Proxy or Anonymization Service (Inbound),FLOW,False,SYSTEM
100483,Connection to a Remote Proxy or Anonymization Service (Outbound),FLOW,True,SYSTEM
100484,Remote: Hidden FTP Server,FLOW,True,SYSTEM
100485,Remote: IM/Chat,FLOW,False,SYSTEM
100487,Remote: IRC Connections,COMMON,True,SYSTEM
100489,Remote: Local P2P Client Connected to more than 100 Servers,FLOW,True,SYSTEM
100490,Remote: Local P2P Client Detected,FLOW,False,SYSTEM
100491,Remote: Local P2P Server connected to more than 100 Clients,FLOW,True,SYSTEM
100492,Remote: Local P2P Server Detected,FLOW,False,SYSTEM
100493,Remote: SMTP Mail Sender,FLOW,True,SYSTEM
100495,Remote: SSH or Telnet Detected on Non-Standard Port,FLOW,True,SYSTEM
100496,Remote: Usenet Usage,FLOW,True,SYSTEM
100498,Possible Local Worm Detected,EVENT,True,SYSTEM
100499,Worm Detected (Events),EVENT,True,SYSTEM
100500,WormDetection: Successful Connections to the Internet on Common Worm Ports,COMMON,True,SYSTEM
100501,X-Force Premium: Internal Host Communicating with Botnet Command and Control URL,EVENT,False,SYSTEM
100502,X-Force Premium: Non-Servers Communicating with External IP Classified as Dynamic,COMMON,False,SYSTEM
100503,X-Force Premium: Non-Mail Server Sending Mail to Servers Categorized as SPAM,COMMON,False,SYSTEM
100504,X-Force Premium: Internal Host Communication with Malware URL,EVENT,False,SYSTEM
100505,X-Force Premium: Servers Communicating with External IP Classified as Dynamic,COMMON,False,SYSTEM
100506,X-Force Premium: Internal Hosts Communicating with Host Categorized as Anonymizers,COMMON,False,SYSTEM
100507,X-Force Premium: Internal Connection to Host Categorized as Malware,COMMON,False,SYSTEM
100508,X-Force Premium: Mail Server Sending Mail to Servers Categorized as SPAM,COMMON,False,SYSTEM
100509,Chained Exploit Followed by Suspicious Events on Third Host,EVENT,False,SYSTEM
100510,Successful Communication to a Malicious Website,EVENT,True,SYSTEM
100511,Same Threat Detected on Multiple Hosts,EVENT,True,SYSTEM
100512,Same Threat Detected on Same Network Different Hosts,EVENT,True,SYSTEM
100513,Multiple Threats Detected on Same Host,EVENT,True,SYSTEM
100514,Same Threat Detected on Multiple Servers,EVENT,True,SYSTEM
100515,Same Threat Detected on Same Host,EVENT,True,SYSTEM
100516,BOC_381_WIndows_Sysmon_end_point_status_Change,EVENT,True,USER
100517,BOC_382_WIndows_Sysmon_end_point_Config_Change,EVENT,True,USER
100518,BOC_331_Windows_Sysmon_Command_whoami,EVENT,True,USER
100519,BOC_332_Windows_Sysmon_Command_add_user,EVENT,True,USER
100520,211-2_Windows_Sysmon_Command_whoami,EVENT,True,USER
100521,Powershell Has Been Launched,EVENT,True,OVERRIDE
100522,Potential Zero Logon Netflow Pattern,FLOW,True,USER
100525,Suspicious Amount of Files Renamed on the Same Machine (Windows),EVENT,True,SYSTEM
100526,Reconnaissance Tool Detected,EVENT,True,SYSTEM
100527,Ransomware: Maze IOC in Events,EVENT,True,SYSTEM
100528,Excessive Login Failures via RDP,EVENT,True,SYSTEM
100530,Excessive Nslookup Usage,EVENT,True,SYSTEM
100531,Excessive Login Failures via RDP to Multiple Machines,EVENT,True,SYSTEM
100532,Ransomware: Maze Suspicious File Transfer,FLOW,True,SYSTEM
100534,Search for Password Files using findstr (Windows),EVENT,True,SYSTEM
100535,Attempt to Delete Shadow Copies,EVENT,True,SYSTEM
100540,Cobalt Strike Behaviour Detected,COMMON,True,SYSTEM
100541,Search for Password Files using Select-String (Windows),EVENT,True,SYSTEM
100542,SharpHound PowerShell Detected,EVENT,True,SYSTEM
100543,RDP Hijacking Tool Detected,EVENT,True,SYSTEM
100545,Ransomware Encrypted File Extension,EVENT,False,SYSTEM
100546,Ransomware: REvil IOC in Events,EVENT,True,SYSTEM
100548,Ransomware Decryption Instructions Created,EVENT,True,SYSTEM
100549,Recovery Disabled in Boot Configuration Data,EVENT,True,SYSTEM
100550,Search for Password Files using grep or find (Unix),EVENT,True,SYSTEM
100551,Ransomware IOCs Detected on Multiple Machines,EVENT,True,SYSTEM
100552,Ransomware: BadRabbit IOC in Events,EVENT,False,SYSTEM
100553,Ransomware: BadRabbit IOC in Flows,FLOW,False,SYSTEM
100554,Ransomware: WCry IOC in Events,EVENT,False,SYSTEM
100555,Ransomware: WCry IOC in Flows,FLOW,False,SYSTEM
100556,Ransomware: Petya / NotPetya IOC in Events,EVENT,False,SYSTEM
100557,Ransomware: Petya / NotPetya IOC in Flows,FLOW,False,SYSTEM
100558,Suspicious Amount of Files Renamed/Moved on the Same Machine (Unix),EVENT,True,SYSTEM
100561,Critical File Deleted (Unix),EVENT,True,SYSTEM
100579,Communication with a Potential Hostile Host,EVENT,True,SYSTEM
100580,Communication with a Potential Hostile IP Address,EVENT,False,SYSTEM
100581,Credential Dumping Activities Discovered,EVENT,True,SYSTEM
100582,Critical File Permission Changed (Unix),EVENT,True,SYSTEM
100583,Critical Security Tool Killed (Unix),EVENT,True,SYSTEM
100585,Detection of Malicious IOC,EVENT,True,SYSTEM
100586,File Created with Right to Left Override,EVENT,True,SYSTEM
100587,File Created with Space After Filename,EVENT,True,SYSTEM
100590,Potential Component Object Model (COM) Hijacking,EVENT,True,SYSTEM
100591,Potential DLL Hijacking,EVENT,False,SYSTEM
100592,Programming Environment Spawned by a Suspicious Process,EVENT,True,SYSTEM
100593,Process Masquerading (Unix),EVENT,True,SYSTEM
100594,User Account Creation followed by Account Deletion (Unix),EVENT,True,SYSTEM
100596,User Account Creation followed by Account Deletion (Windows),EVENT,True,SYSTEM
100598,Excessive File Deletion and Creation,EVENT,False,SYSTEM
100600,Suspicious Amount of Files Deleted on the Same Machine,EVENT,False,SYSTEM
100602,File Decode or Download followed by Suspicious Activity,EVENT,True,SYSTEM
100603,Suspicious Activity Followed by Endpoint Administration Task,EVENT,True,SYSTEM
100604,Ransomware: WCry Payload in Flows,FLOW,False,SYSTEM
100605,Ransomware: Petya / NotPetya Payload in Flows,FLOW,False,SYSTEM
100606,Detection of Malicious File or Process,EVENT,False,SYSTEM
100608,BOC_301 potential C2 software from cmd.exe or explorer.exe,EVENT,True,USER
100610,BOC_302-1 potential C2 outbound detected from cmd_explorer_RAR_office_software,EVENT,True,USER
100611,BOC_321_large amount of exe files are copied to the End Point (exclude normal path),EVENT,True,USER
100613,BOC_341_Sysmon_Manually_Disabled_Services,EVENT,True,USER
100614,BOC_341-2_Sysmon_Manually_Enabled_Services.msc,EVENT,True,USER
100615,BOC_344_Sysmon_Uninstall Command Observed,EVENT,True,USER
100617,BOC_351_Sysmon_long_DNS_Query,EVENT,True,USER
100618,BOC_361-1_Windows_Sysmon_add_user_to_admin_group (Command Line),EVENT,True,USER
100619,BOC_363_Admin group membership was enumerated,EVENT,True,USER
100621,BOC_364_Use_Powershell_mimikatz_to_dump_Credential,EVENT,True,USER
100622,BOC_366-3_Detected a malicious process to access lsass_Part_3_same_hosts,EVENT,True,USER
100624,BOC_366-4_Detected a CMD to start a process to access lsass,EVENT,True,USER
100626,BOC_311_Office Software_Spwan_Enumeration Command,EVENT,True,USER
100633,BOC_312_Several_Enumeration Command Detected,EVENT,True,USER
100635,BOC_333_Powershell Detected in NB and PC,EVENT,True,USER
100636,BOC_371_Malicious Command_Detected in PC and Server,EVENT,True,USER
100638,BOC_316-1_Sysmon_CobaltStrike_possible_memory_Injection_Attack,EVENT,True,USER
100639,BOC_316-2_Sysmon_CobaltStrike_injection_on_windows_files,EVENT,True,USER
100641,BOC_364-2_Use_mimikatz_exe_to_dump_Credential,EVENT,True,USER
100642,BOC_364-X_Use_mimikatz_exe_to_dump_Credential_DLL_LSASS,EVENT,True,USER
100646,BOC_379-1_Potential KeyLogger_EXE is running or Log File Detected,EVENT,True,USER
100647,BOC_379-X_Multiple Potential KeyLogger Pattern Matched,EVENT,True,USER
100648,Suspicious Activity Followed by Potential Initial Access Task,EVENT,True,SYSTEM
100653,Malware: Potential Emotet Traffic,FLOW,True,SYSTEM
100655,Malware: Potential Trickbot Traffic,FLOW,True,SYSTEM
100657,Impair Command History Logging Activity Detected,EVENT,True,SYSTEM
100660,Stored Credentials from Windows,EVENT,True,SYSTEM
100662,Malware: Potential Empire Traffic,FLOW,True,SYSTEM
100663,Multiple Login Failures due to Bad Password,EVENT,True,SYSTEM
100664,Potential Exfiltration of Stored Credentials from Browsers,EVENT,True,SYSTEM
100665,SID History Injection,EVENT,True,SYSTEM
100666,PPID Spoofing Detected,EVENT,True,SYSTEM
100669,Possible Brute Force Attempt,EVENT,True,SYSTEM
100670,Malware: Potential Dridex Traffic,FLOW,True,SYSTEM
100671,Potential Metasploit Traffic,FLOW,True,SYSTEM
100672,Ransomware: Ryuk Potential Traffic,FLOW,True,SYSTEM
100673,Potential Tor Traffic,FLOW,True,SYSTEM
100675,Remote: VNC Access from the Internet,FLOW,True,SYSTEM
100676,Remote: Remote Desktop Access from the Internet,FLOW,True,SYSTEM
100677,Suspicious Valid Accounts Logon,EVENT,True,SYSTEM
100682,Excessive Login Failures via RDP Connection,EVENT,True,SYSTEM
100684,Critical File Modified followed by Suspicious Activity,EVENT,True,SYSTEM
100689,Detection of Malicious IOC in Flows,FLOW,True,SYSTEM
100691,Malware as a Service Behaviour,EVENT,True,SYSTEM
100692,Malware as a Service Hash IOC in Events,EVENT,True,SYSTEM
100693,Malware as a Service Hash IOC in Flows,FLOW,True,SYSTEM
100694,Ransomware: Ryuk IOC in Events,EVENT,True,SYSTEM
100695,Ransomware: Ryuk Service or Process Termination,EVENT,True,SYSTEM
100696,Ransomware: Ryuk IOC in Flows,FLOW,True,SYSTEM
100697,Malicious DLL created by spoolsv,EVENT,True,SYSTEM
100698,Potential Memory Code Injection,EVENT,True,SYSTEM
100708,Potential UAC Bypass,EVENT,True,SYSTEM
100710,Potential Windows Exploit via MSDT,EVENT,True,SYSTEM
100711,Potential Mailto Ransomware Behavior (Windows),EVENT,True,SYSTEM
100715,Shortcut (lnk) File Executing Commands (Windows),EVENT,True,SYSTEM
100720,Detection of Turla Directory and Filename IOC in Events,EVENT,True,SYSTEM
100721,Detection of Turla Filename IOC in Events,EVENT,True,SYSTEM
100722,Detection of Turla Hash IOC in Events,EVENT,True,SYSTEM
100723,Detection of Turla IP IOC in Events,EVENT,True,SYSTEM
100724,Detection of Turla Registry IOC in Events,EVENT,True,SYSTEM
100725,Detection of Turla URL Host IOC in Events,EVENT,True,SYSTEM
100726,Detection of Turla URL IOC in Events,EVENT,True,SYSTEM
100728,Multiple Login Failures from Default Accounts,EVENT,True,SYSTEM
100729,Dump Credentials from Windows Credential Manager With PowerShell,EVENT,True,SYSTEM
100730,Enumerate Credentials from Windows Credential Manager With PowerShell,EVENT,True,SYSTEM
100731,Access Token Abuse,EVENT,True,SYSTEM
100732,Token Impersonation via PowerShell,EVENT,True,SYSTEM
100735,Regsvr32 Outbound Network Connection,EVENT,True,SYSTEM
100736,Dllhost Outbound Network Connection,EVENT,True,SYSTEM
100737,RunDLL32 Outbound Network Connection,EVENT,True,SYSTEM
100740,MOVEit Transfer Vulnerability Exploit Hashes,EVENT,True,SYSTEM
100741,MOVEit Transfer Vulnerability Exploit Filenames,EVENT,True,SYSTEM
100742,MOVEit Transfer Vulnerability Exploit Commands,EVENT,True,SYSTEM
